objid,ra,dec,u,g,r,i,z,run,rerun,camcol,field,specobjid,class,redshift,plate,mjd,fiberid,SpType,BV,TEff,FeH
1237661950267621436,215.42824041687,11.0541984347546,24.23112,22.80986,19.20919,18.51813,18.10058,3836,301,4,440,1922037100241250304,GALAXY,0.377421,1707,53885,458,,0,0,0
1237661388692128761,249.580613964425,35.6044871132118,26.03129,24.08836,21.66177,20.60577,19.95407,3705,301,6,310,12076425353217988608,GALAXY,0.6363238,10726,58199,83,,0,0,0
1237659326567875161,250.598900091167,36.8371095718367,25.14274,25.15035,21.9047,20.56771,19.59044,3225,301,5,263,12076407211276130304,GALAXY,0.912275,10726,58199,17,,0,0,0
1237659326030939595,250.074565119349,36.7330638436931,23.39666,22.96921,21.14334,20.07412,19.21517,3225,301,4,262,12076408860543571968,GALAXY,0.6229017,10726,58199,23,,0,0,0
1237659326030939535,250.067988843423,36.7644932661499,27.67983,23.8066,21.64489,20.37385,19.73253,3225,301,4,262,12076412159078455296,GALAXY,0.7299935,10726,58199,35,,0,0,0
1237659326030939009,249.932637088171,36.6806994966386,25.94684,24.9821,21.55831,20.16028,19.42826,3225,301,4,262,12076421504927291392,GALAXY,0.72666,10726,58199,69,,0,0,0
1237659325494264926,249.892574297615,36.0637287058851,25.70793,23.87244,21.93037,20.62101,19.91742,3225,301,3,265,12076406661520316416,GALAXY,0,10726,58199,15,,0,0,0
1237659325494198547,249.715365745299,36.1912615121007,25.57042,23.02006,21.05826,19.95569,19.24437,3225,301,3,264,12076428651752871936,GALAXY,0.6014686,10726,58199,95,,0,0,0
1237659324957459632,249.736097558185,35.7248346690545,23.45853,23.16701,21.75984,20.53894,19.8475,3225,301,2,266,12076414358101710848,GALAXY,0.684334,10726,58199,43,,0,0,0
1237659324420129349,248.484914430949,36.3250574373832,23.9583,21.50398,20.82357,20.77691,20.52149,3225,301,1,259,12076415457613338624,GALAXY,0,10726,58199,47,,0,0,0
1237657775546434573,143.852541598115,44.7926142293023,23.78261,23.25207,21.75465,20.57296,19.85081,2864,301,4,242,9328243299281295360,GALAXY,0.6767854,8285,57048,591,,0,0,0
1237657775009498235,144.036423563637,44.3161650992429,23.82305,22.87202,21.74288,20.73102,19.7884,2864,301,3,241,9328246048060364800,GALAXY,0.4732213,8285,57048,601,,0,0,0
1237657774472561751,144.073588863876,43.8777646904899,24.30287,23.31196,22.13931,20.62938,19.78007,2864,301,2,240,9328250995862689792,GALAXY,0.6920252,8285,57048,619,,0,0,0
1237657774472561665,144.004630779152,43.8617377521003,23.11887,23.33438,21.42746,20.41742,19.67521,2864,301,2,240,9328250446106875904,GALAXY,0.5942218,8285,57048,617,,0,0,0
1237657774472496226,143.787000593846,43.8168338357629,25.30533,23.23501,21.4658,20.4594,19.5782,2864,301,2,239,9328238901234784256,GALAXY,0.5934401,8285,57048,575,,0,0,0
1237657774468694255,134.378783454145,38.9217871203504,20.11481,18.17565,17.3314,16.91953,16.61861,2864,301,2,181,1348867440716572672,GALAXY,0.08725752,1198,52669,143,,0,0,0
1237657774468694211,134.315058737308,38.9217575033167,18.95443,16.99792,16.01939,15.56413,15.19776,2864,301,2,181,1348868265350293504,GALAXY,0.09462875,1198,52669,146,,0,0,0
1237657774468694181,134.336623445163,38.863580551771,19.48635,17.52091,16.57571,16.1651,15.82837,2864,301,2,181,1348868815106107392,GALAXY,0.08825018,1198,52669,148,,0,0,0
1237657774468432110,133.784677886156,38.5538213010728,19.88773,17.95446,17.03097,16.63009,16.27131,2864,301,2,177,1348865791449131008,GALAXY,0.09608749,1198,52669,137,,0,0,0
1237657774468432085,133.830997208315,38.4586034433393,20.17959,18.16437,17.21776,16.77987,16.41784,2864,301,2,177,1348862767792154624,GALAXY,0.08629147,1198,52669,126,,0,0,0
1237657774468432072,133.738980308648,38.5027607421932,20.38277,18.53726,17.60449,17.11338,16.70977,2864,301,2,177,1348863317547968512,GALAXY,0.08594342,1198,52669,128,,0,0,0
1237665127477280857,204.230031421175,32.7169714046463,19.56747,18.40784,17.69696,17.30096,17.06551,4576,301,2,556,2374665348470302720,GALAXY,0.1099793,2109,53468,518,,0,0,0
1237665127477215244,204.122780940119,32.7400999903262,18.09671,16.97309,16.56425,16.2984,16.07478,4576,301,2,555,2374665898226116608,GALAXY,0.0371767,2109,53468,520,,0,0,0
1237665025449066740,204.680679316717,33.6862437619334,20.46366,18.6515,17.16399,16.64132,16.30454,4552,301,4,209,2374679367243556864,GALAXY,0.2530764,2109,53468,569,,0,0,0
1237665024375324788,204.455457991418,32.8564997163773,22.7736,20.29243,18.49934,17.924,17.63932,4552,301,2,209,2374672220417976320,GALAXY,0.3239807,2109,53468,543,,0,0,0
1237665024375324704,204.502008652934,32.970039848628,18.42565,17.38456,17.04206,16.72886,16.66225,4552,301,2,209,2374671670662162432,GALAXY,0.1130847,2109,53468,541,,0,0,0
1237665024375193812,204.062554129399,32.9278131117332,20.41868,18.84614,17.70192,17.25117,16.85472,4552,301,2,207,2374663699202861056,GALAXY,0.178487,2109,53468,512,,0,0,0
1237665024375193778,204.179195873498,33.0066706671139,21.12564,18.93665,17.50876,16.96318,16.60166,4552,301,2,207,2374663424324954112,GALAXY,0.2543145,2109,53468,511,,0,0,0
1237665024375193727,204.082658647724,32.8751151651172,17.79999,16.38049,15.76106,15.45362,15.20819,4552,301,2,207,2374664248958674944,GALAXY,0.02376144,2109,53468,514,,0,0,0
1237664880487171052,142.676421831425,30.8746077080656,24.25342,22.16555,22.39842,21.76232,21.29724,4518,301,6,106,11742128462613469184,GALAXY,0.9552168,10429,58145,430,,0,0,0
1237664880487170419,142.632607358391,30.7977420255645,22.72739,22.73763,22.63914,21.8305,21.76595,4518,301,6,106,11742136983828584448,GALAXY,0.9533623,10429,58145,461,,0,0,0
1237664880487105294,142.46930178172,30.686338821971,25.39189,21.79203,20.93736,20.40867,19.98968,4518,301,6,105,11742134784805328896,GALAXY,0.8854944,10429,58145,453,,0,0,0
1237664880487105291,142.42837256264,30.7605519984926,22.9696,22.74149,21.8646,21.14222,20.22464,4518,301,6,105,11742142481386723328,GALAXY,0.7505733,10429,58145,481,,0,0,0
1237664880487105181,142.545560241941,30.8165624005574,22.74369,21.92808,21.47768,20.69405,20.45205,4518,301,6,105,11742138358218119168,GALAXY,0.783699,10429,58145,466,,0,0,0
1237664880487105177,142.564605618527,30.7756940339152,22.54123,22.40175,21.70494,21.02316,20.87227,4518,301,6,105,11742136708950677504,GALAXY,0.7808553,10429,58145,460,,0,0,0
1237664879951413796,145.594051476204,31.3849603446152,23.76578,22.63319,22.10583,21.3902,20.82315,4518,301,5,123,11742137258706491392,GALAXY,0,10429,58145,462,,0,0,0
1237664879950299530,142.797708515864,30.4217489156,22.21042,22.43546,21.89292,21.05453,20.32942,4518,301,5,106,11742131486270445568,GALAXY,0.8917418,10429,58145,441,,0,0,0
1237664879950234703,142.736624822309,30.4022778865949,22.33531,22.17156,21.12772,20.58408,19.88461,4518,301,5,105,11742132036026259456,GALAXY,0.7273734,10429,58145,443,,0,0,0
1237664879408513616,131.667257799047,25.0212549889947,26.65767,21.99206,20.2648,19.44702,19.01012,4518,301,4,31,5832221265726035968,GALAXY,0.4534824,5180,55947,217,,0,0,0
1237664879408513406,131.757732524533,24.969321775764,23.30836,19.65364,18.14754,17.57834,17.20574,4518,301,4,31,5832220990848129024,GALAXY,0.2539045,5180,55947,216,,0,0,0
1237664879408513373,131.73763477825,24.9580351771184,27.10857,18.2633,16.72851,16.20001,15.88787,4518,301,4,31,5832222090359756800,GALAXY,0.2523724,5180,55947,220,,0,0,0
1237664878871380291,131.349077543511,24.3054668512499,24.16944,21.44559,19.80334,18.83435,18.31019,4518,301,3,27,5832225663772547072,GALAXY,0.4475572,5180,55947,233,,0,0,0
1237664878871380193,131.380951218494,24.3597999980207,23.71943,21.00587,19.18414,18.60048,18.20912,4518,301,3,27,5832226488406267904,GALAXY,0.3461398,5180,55947,236,,0,0,0
1237664874046554723,131.279126549885,23.8226569246442,24.03888,21.96941,20.37469,19.42387,18.95936,4517,301,2,134,5832223464749291520,GALAXY,0.5261592,5180,55947,225,,0,0,0
1237664874046554695,131.310916561962,23.7494270522775,22.71409,21.40027,20.21057,19.43837,19.04972,4517,301,2,134,5832222914993477632,GALAXY,0.54892,5180,55947,223,,0,0,0
1237664874046554674,131.309999043185,23.7299200385908,25.27224,21.99611,20.51427,19.6875,19.1769,4517,301,2,134,5832222365237663744,GALAXY,0.5209125,5180,55947,221,,0,0,0
1237664874046554614,131.282346970685,23.7041574087091,21.45865,21.48145,20.44414,19.65505,19.01772,4517,301,2,134,5832224564260919296,GALAXY,0.5226762,5180,55947,229,,0,0,0
1237664870286820329,141.779448589264,33.1727558240768,22.21328,23.62317,21.3301,20.26136,19.59112,4516,301,3,109,11514699156657821696,GALAXY,0.6670278,10227,58224,439,,0,0,0
1237664837544117276,142.784344001838,30.7244010676445,22.30192,23.24914,22.93801,21.51978,20.92885,4508,301,6,207,11742135884316956672,GALAXY,0.765669,10429,58145,457,,0,0,0
1237664837544116728,142.764172056406,30.694947244495,22.72427,22.3222,21.57,21.01655,20.47511,4508,301,6,207,11742135334561142784,GALAXY,0.7853404,10429,58145,455,,0,0,0
1237664837002330565,131.677077278293,25.1374468391503,23.1097,21.44778,19.81356,18.94111,18.43514,4508,301,5,132,5832221815481849856,GALAXY,0.5062205,5180,55947,219,,0,0,0
1237664835928195781,131.288159693958,23.9625927834499,24.62053,21.23776,19.98522,19.11623,18.48945,4508,301,3,126,5832225114016733184,GALAXY,0.5868446,5180,55947,231,,0,0,0
1237664669506863916,149.342620544785,35.1064019854495,22.53523,23.03086,21.05393,19.90931,19.50088,4469,301,5,258,6522532605338081280,GALAXY,0.6060944,5793,56337,707,,0,0,0
1237664669506863638,149.324650117562,35.1205045404921,25.29907,21.7982,20.39274,19.369,18.90627,4469,301,5,258,6522532055582267392,GALAXY,0.6059041,5793,56337,705,,0,0,0
1237664669506863630,149.345038094059,35.0675185420744,26.4108,21.37127,19.65533,18.80929,18.4103,4469,301,5,258,6522533155093895168,GALAXY,0.4882335,5793,56337,709,,0,0,0
1237664669506863545,149.32171256804,35.0345016545162,22.34041,20.90071,19.2483,18.56285,18.23718,4469,301,5,258,6522534529483429888,GALAXY,0.3990031,5793,56337,714,,0,0,0
1237664669506863486,149.273095582332,35.0510786295668,22.87863,22.07817,20.58482,19.30379,18.89867,4469,301,5,258,6522533704849709056,GALAXY,0.6242694,5793,56337,711,,0,0,0
1237664669506863390,149.298475610491,34.9892067708005,21.86273,21.23542,20.32233,19.62159,19.41815,4469,301,5,258,6522534254605522944,GALAXY,0.6123953,5793,56337,713,,0,0,0
1237664669503849195,141.871259537781,32.2381018864086,24.05277,24.10478,21.66625,20.59299,19.8934,4469,301,5,212,11514693109343868928,GALAXY,0.6876032,10227,58224,417,,0,0,0
1237664669503783767,141.696766117607,32.1471629996563,22.96372,23.47617,21.46476,20.22104,19.45405,4469,301,5,211,11514701355681077248,GALAXY,0.7994465,10227,58224,447,,0,0,0
1237664669503783746,141.68534880505,32.1122769240386,23.53044,23.29078,21.65053,20.42767,19.67319,4469,301,5,211,11514699706413635584,GALAXY,0.8050942,10227,58224,441,,0,0,0
1237664668432990901,149.432361681916,34.2854798783385,25.0259,21.98308,20.46156,19.29011,18.79073,4469,301,3,256,6522541401431103488,GALAXY,0.5298893,5793,56337,739,,0,0,0
1237654604254675070,166.25678797276,3.89589856091124,20.01055,18.50451,17.51557,17.02746,16.72148,2126,301,1,314,654227874873632768,GALAXY,0.188705,581,52356,291,,0,0,0
1237654604254675058,166.249071220679,3.69263943387579,19.68129,18.2584,17.53591,17.13062,16.8787,2126,301,1,314,654225400972470272,GALAXY,0.07962897,581,52356,282,,0,0,0
1237654604254675036,166.193415199884,3.79844739027208,19.8897,17.91588,17.19727,16.78599,16.53571,2126,301,1,314,654225126094563328,GALAXY,0.07542003,581,52356,281,,0,0,0
1237654604254609600,166.15253731319,3.79774488924448,19.25763,17.69189,16.75062,16.29733,15.96397,2126,301,1,313,654228974385260544,GALAXY,0.1227726,581,52356,295,,0,0,0
1237654604254609569,166.098431593536,3.88145900170176,20.18486,18.51459,17.63154,17.20717,16.89147,2126,301,1,313,654228424629446656,GALAXY,0.07516832,581,52356,293,,0,0,0
1237654604254609561,166.086206147401,3.79984717394966,20.56396,18.67858,17.8909,17.43332,17.23487,2126,301,1,313,654227325117818880,GALAXY,0.09577239,581,52356,289,,0,0,0
1237654604254609479,166.130770863581,3.71886375621603,17.24058,15.67537,14.88092,14.4415,14.12371,2126,301,1,313,654227599995725824,GALAXY,0.03127119,581,52356,290,,0,0,0
1237654601033646180,166.379661885841,4.39099832600241,20.29594,18.62292,17.52134,17.06122,16.69139,2125,301,3,317,654223751705028608,GALAXY,0.1317135,581,52356,276,,0,0,0
1237654601033646165,166.325478507515,4.44384266237201,20.62858,18.8616,17.70537,17.23156,16.87581,2125,301,3,317,654223476827121664,GALAXY,0.1729989,581,52356,275,,0,0,0
1237654601033646147,166.268149741415,4.43433383182898,18.99219,17.2597,16.37093,15.92219,15.57169,2125,301,3,317,654224576338749440,GALAXY,0.06088283,581,52356,279,,0,0,0
1237654601033580726,166.216660844284,4.320904224543,20.65446,18.64053,17.28424,16.77552,16.3831,2125,301,3,316,654221277803866112,GALAXY,0.2025784,581,52356,267,,0,0,0
1237654601033580722,166.205064461859,4.420977072374,19.24479,18.01659,17.29778,16.91225,16.63079,2125,301,3,316,654234197065492480,GALAXY,0.1391168,581,52356,314,,0,0,0
1237654601033515205,165.968886557954,4.37637701608215,22.74362,20.02521,18.34645,17.73903,17.40042,2125,301,3,315,654231173408516096,GALAXY,0.3218102,581,52356,303,,0,0,0
1237654601033449980,165.82462642423,4.43315416464268,22.03941,20.85451,19.16492,18.35477,17.97951,2125,301,3,314,654235021699213312,GALAXY,0.4393099,581,52356,317,,0,0,0
1237654601033449715,165.86327806318,4.45836761553504,23.28981,20.24745,18.46519,17.88456,17.53153,2125,301,3,314,654234471943399424,GALAXY,0.3319047,581,52356,315,,0,0,0
1237654600496906335,166.562079595357,3.91596252003553,24.54075,20.88103,19.16135,18.52348,18.15091,2125,301,2,319,654217979268982784,GALAXY,0.2454458,581,52356,255,,0,0,0
1237654600496840936,166.507056957259,4.04689400309025,20.32159,18.43644,17.28038,16.76527,16.29893,2125,301,2,318,654218803902703616,GALAXY,0.1416382,581,52356,258,,0,0,0
1237654600496775415,166.330267884498,4.0080085392349,22.48936,20.66628,18.90829,18.24355,17.84307,2125,301,2,317,654229249263167488,GALAXY,0.3424259,581,52356,296,,0,0,0
1237654600496775352,166.350581396734,4.0002739010839,20.83149,18.76316,17.63815,17.15047,16.79925,2125,301,2,317,654228699507353600,GALAXY,0.1380548,581,52356,294,,0,0,0
1237654600496775339,166.305137625079,3.93515348223485,19.6678,18.0997,17.34807,16.91366,16.63671,2125,301,2,317,654230348774795264,GALAXY,0.08861166,581,52356,300,,0,0,0
1237654600496775300,166.261794500514,4.07263761670162,20.02454,18.24206,17.23664,16.75938,16.44151,2125,301,2,317,654224851216656384,GALAXY,0.1382506,581,52356,280,,0,0,0
1237654600496709825,166.231498815545,3.93011974360545,19.56362,18.28855,17.48269,17.00926,16.74686,2125,301,2,316,654229524141074432,GALAXY,0.1431067,581,52356,297,,0,0,0
1237654599959969953,166.496085525159,3.60831160744836,21.29163,19.12051,17.71447,17.07856,16.59005,2125,301,1,318,654218529024796672,GALAXY,0.1887186,581,52356,257,,0,0,0
1237654599959969800,166.433557360329,3.56522797369832,20.12649,18.40622,17.78973,17.40971,17.22074,2125,301,1,318,654219078780610560,GALAXY,0.06300808,581,52356,259,,0,0,0
1237654599959773354,166.101202301086,3.64759390457454,20.35069,18.32156,17.12973,16.6515,16.2523,2125,301,1,315,654226775362004992,GALAXY,0.1503748,581,52356,287,,0,0,0
1237654599959773213,165.972649581962,3.67042853585523,27.8587,18.48047,30.69716,21.10391,26.64944,2125,301,1,315,654226500484098048,GALAXY,0.3545021,581,52356,286,,0,0,0
1237654031400042554,166.360563262093,3.42116299361314,20.06633,18.36588,17.17021,16.71057,16.33276,1992,301,6,110,654225950728284160,GALAXY,0.1903351,581,52356,284,,0,0,0
1237651823782396044,214.389124785456,5.21784800900987,18.69313,16.86063,15.94485,15.47219,15.11913,1478,301,6,42,656554436428064768,GALAXY,0.07958744,583,52055,563,,0,0,0
1237651823782265020,214.042461876137,5.28182551859478,23.95189,20.27527,18.50505,17.84465,17.52609,1478,301,6,40,656548114236205056,GALAXY,0.3506424,583,52055,540,,0,0,0
1237651823782199476,213.938063563245,5.25901297315035,19.7688,17.75268,16.78013,16.32403,15.94506,1478,301,6,39,656546190090856448,GALAXY,0.08751706,583,52055,533,,0,0,0
1237651823782199454,213.924581086619,5.27052970239715,18.18912,16.2288,15.27378,14.85454,14.52693,1478,301,6,39,656546464968763392,GALAXY,0.08959311,583,52055,534,,0,0,0
1237651823782199439,213.914261798761,5.22466457556812,20.43091,18.38001,17.4883,17.09564,16.78271,1478,301,6,39,656522825468766208,GALAXY,0.1077202,583,52055,448,,0,0,0
1237651823782199380,213.855262078009,5.26209604833369,19.35352,18.18326,17.61017,17.26666,17.05904,1478,301,6,39,656521451079231488,GALAXY,0.1328709,583,52055,443,,0,0,0
1237651823782133884,213.712422971333,5.25330472774635,20.54892,18.46709,17.25556,16.77426,16.40912,1478,301,6,38,656525574247835648,GALAXY,0.1808599,583,52055,458,,0,0,0
1237651823245197602,213.568227346448,4.94571868051435,20.66551,18.94508,17.8441,17.36091,17.0264,1478,301,5,37,656528048148998144,GALAXY,0.1802019,583,52055,467,,0,0,0
1237651823245197564,213.633700482849,4.93877961159012,18.595,17.3646,16.80125,16.43574,16.22777,1478,301,5,37,656527498393184256,GALAXY,0.08647902,583,52055,465,,0,0,0
1237651823245197515,213.579785063339,4.91255939971302,19.0113,17.76071,17.18725,16.84897,16.65424,1478,301,5,37,656528323026905088,GALAXY,0.05443105,583,52055,468,,0,0,0
1237651823245131968,213.484008836041,4.83998304849917,19.84454,18.65887,17.79334,17.35621,17.07149,1478,301,5,36,656529972294346752,GALAXY,0.1829389,583,52055,474,,0,0,0
1237648721222369452,160.946336979365,-0.0810177863457499,20.65861,18.68992,17.65495,17.20521,16.82474,756,301,3,301,308515023389485056,GALAXY,0.1269976,274,51913,67,,0,0,0
1237648721222304023,160.794605813509,-0.0151542402272266,19.8533,18.39186,17.58235,17.18098,16.85946,756,301,3,300,308518321924368384,GALAXY,0.1257946,274,51913,79,,0,0,0
1237648721222303946,160.781642307265,-0.0944347234233636,18.65266,17.53367,17.21231,16.93949,16.86692,756,301,3,300,308528492406925312,GALAXY,0.0615075,274,51913,116,,0,0,0
1237662268614181063,235.292821189719,5.50130104802308,20.89626,20.67192,19.9416,19.24667,19.12627,3910,301,5,167,5495617871919994880,GALAXY,0.3872785,4881,55733,365,,0,0,0
1237662268077310324,235.349218243244,5.20225558263158,25.6518,22.43151,20.33855,19.26657,18.83449,3910,301,4,167,5495616772408367104,GALAXY,0.6213358,4881,55733,361,,0,0,0
1237662263788831447,235.329682086451,6.42048837142808,22.71792,21.82955,20.15872,19.32952,18.87997,3909,301,4,266,5495614023629297664,GALAXY,0.4636552,4881,55733,351,,0,0,0
1237662263788766124,235.258664330089,6.59815043839477,21.67074,21.239,20.10179,19.19507,18.74173,3909,301,4,265,5495615672896739328,GALAXY,0.5599341,4881,55733,357,,0,0,0
1237662263788765625,235.155355671793,6.45927784688801,22.15875,20.78738,18.9841,18.3989,17.96225,3909,301,4,265,5495614848263018496,GALAXY,0.3202199,4881,55733,354,,0,0,0
1237662263788700796,235.114722501529,6.483461034606,23.82395,21.9248,21.64364,21.50295,21.09758,3909,301,4,264,5495627492646737920,GALAXY,0.1100427,4881,55733,400,,0,0,0
1237662263788700724,235.107822563096,6.54659120340256,23.08224,21.87127,20.24092,19.33492,18.81151,3909,301,4,264,5495626393135110144,GALAXY,0.5328863,4881,55733,396,,0,0,0
1237662263788700545,235.068351098049,6.50269347357479,25.95492,22.12838,20.49384,19.51735,19.11415,3909,301,4,264,5495624468989761536,GALAXY,0.4886426,4881,55733,389,,0,0,0
1237662263251960616,235.314729591923,6.16127443227879,22.13608,21.57891,20.10174,19.29793,18.72875,3909,301,3,266,5495612924117669888,GALAXY,0.5037238,4881,55733,347,,0,0,0
1237662263251960264,235.298297531974,6.17821221395903,23.87539,22.07445,20.39322,19.43298,18.9591,3909,301,3,266,5495612374361856000,GALAXY,0.5767841,4881,55733,345,,0,0,0
1237662263251895137,235.211467763969,6.18273888854872,25.18084,22.14798,20.331,19.51881,19.16385,3909,301,3,265,5495614573385111552,GALAXY,0.3245896,4881,55733,353,,0,0,0
1237662263251894899,235.119706146243,6.15907708729131,26.64196,20.72788,19.01203,18.3516,17.94661,3909,301,3,265,5495622544844412928,GALAXY,0.3830472,4881,55733,382,,0,0,0
1237662263251894313,235.11987941028,6.11971254235106,23.04973,22.28012,20.91201,19.89741,19.39455,3909,301,3,265,5495623644356040704,GALAXY,0.4935521,4881,55733,386,,0,0,0
1237662263251830127,235.053697138225,6.13992766602043,22.65861,22.52471,20.64852,19.45965,18.72875,3909,301,3,264,5495625568501389312,GALAXY,0.5864474,4881,55733,393,,0,0,0
1237662263251829924,235.088940556479,6.03157362398425,26.11643,23.00585,21.11665,19.80801,19.16963,3909,301,3,264,5495622269966505984,GALAXY,0.6455953,4881,55733,381,,0,0,0
1237662263251829882,235.077850833649,6.05130014373949,23.95058,21.81407,20.9563,19.92637,19.61849,3909,301,3,264,5495623369478133760,GALAXY,0.7124904,4881,55733,385,,0,0,0
1237662263251829735,235.063499467882,6.16305967078569,24.55548,22.06837,20.48608,19.3632,18.87996,3909,301,3,264,5495626942890924032,GALAXY,0.5799612,4881,55733,398,,0,0,0
1237662263251828898,235.073458398043,6.13351921395146,25.2933,20.7592,18.97979,18.37946,18.01948,3909,301,3,264,5495625293623482368,GALAXY,0.3241934,4881,55733,392,,0,0,0
1237662262715090088,235.215130997553,5.76385969049985,26.98325,22.34739,20.80337,19.66299,19.12981,3909,301,2,266,5495619521187436544,GALAXY,0.6244573,4881,55733,371,,0,0,0
1237662262715089671,235.244722641819,5.72866243828797,26.1302,22.59033,20.60265,19.5658,19.1453,3909,301,2,266,5495618971431622656,GALAXY,0.5617648,4881,55733,369,,0,0,0
1237662262715089632,235.241814195771,5.7730309719616,23.47974,22.05887,20.43125,19.62584,19.16873,3909,301,2,266,5495621720210692096,GALAXY,0.4554711,4881,55733,379,,0,0,0
1237662262715089014,235.288688975674,5.77581895913066,24.06991,22.54236,20.69327,19.79436,19.50934,3909,301,2,266,5495621170454878208,GALAXY,0.4865689,4881,55733,377,,0,0,0
1237662262714958973,234.946966406468,5.80913835541471,22.86667,22.31985,20.95676,19.80695,19.46806,3909,301,2,264,5495628867036272640,GALAXY,0.6421202,4881,55733,405,,0,0,0
1237662262714957912,234.970655843867,5.71431027251133,26.2112,22.85008,20.90391,19.36369,18.78482,3909,301,2,264,5495628317280458752,GALAXY,0.7375008,4881,55733,403,,0,0,0
1237662262178087685,234.98092241193,5.27060566786043,22.36141,20.95091,19.09934,18.3298,17.80893,3909,301,1,264,5495629141914179584,GALAXY,0.4495155,4881,55733,406,,0,0,0
1237662237488317530,235.336186005699,6.25481184830012,22.82093,23.14721,21.32714,20.12538,19.56954,3903,301,3,360,5495613473873483776,GALAXY,0.5788105,4881,55733,349,,0,0,0
1237662237488317032,235.322107674414,6.21541608460033,24.35488,22.42629,20.90092,19.82533,19.40812,3903,301,3,360,5495614298507204608,GALAXY,0.6571504,4881,55733,352,,0,0,0
1237662237488316924,235.387263678432,6.3240475023284,22.66138,21.05699,19.25741,18.63904,18.15784,3903,301,3,360,5495616497530460160,GALAXY,0.3432304,4881,55733,360,,0,0,0
1237662237488250937,235.253043041936,6.38086158504048,22.46496,21.21631,20.03068,18.93627,18.50089,3903,301,3,359,5495615123140925440,GALAXY,0.6248936,4881,55733,355,,0,0,0
1237662237488186165,235.111909911371,6.42221584489215,23.11731,21.77357,20.3889,19.60551,19.19398,3903,301,3,358,5495626668013017088,GALAXY,0.4358608,4881,55733,397,,0,0,0
1237662237488186111,235.082847231337,6.37856943544499,22.81423,23.10831,20.7662,19.74531,19.51596,3903,301,3,358,5495626118257203200,GALAXY,0.5128206,4881,55733,395,,0,0,0
1237662237488186107,235.089927920105,6.41462983158286,25.63605,22.53923,20.54547,19.5701,19.02775,3903,301,3,358,5495627217768830976,GALAXY,0.5123671,4881,55733,399,,0,0,0
1237662237488186044,235.064667497258,6.38814958010675,23.65445,22.27818,20.42988,19.36544,18.98258,3903,301,3,358,5495622819722319872,GALAXY,0.606858,4881,55733,383,,0,0,0
1237662237488120629,234.979850744495,6.37437890170198,21.42514,21.43332,19.8883,19.09438,18.65472,3903,301,3,357,5495623919233947648,GALAXY,0.447176,4881,55733,387,,0,0,0
1237661382231131184,135.49260183775,29.9951728914112,24.11636,23.10958,21.89758,21.2304,20.51263,3704,301,2,27,11751039179555100672,GALAXY,0.9491045,10437,58135,79,,0,0,0
1237661382231130869,135.501372664429,29.9536741543651,23.26456,22.43718,22.53306,22.00781,20.92795,3704,301,2,27,11751036980531845120,GALAXY,0.9735244,10437,58135,71,,0,0,0
1237661382230868836,134.915587141984,29.6437496372283,24.27042,22.8326,21.7738,21.33861,21.08318,3704,301,2,23,11751068866369050624,GALAXY,0.9205048,10437,58135,187,,0,0,0
1237661382230868813,134.955184838857,29.5553966887844,24.01717,22.71003,22.20886,21.64957,21.0012,3704,301,2,23,11751068316613236736,GALAXY,0.6395746,10437,58135,185,,0,0,0
1237661382230868738,134.862244781001,29.5707509104689,23.61781,24.14179,22.02864,21.40252,20.33535,3704,301,2,23,11751069965880678400,GALAXY,0.851202,10437,58135,191,,0,0,0
1237661124542595450,135.433917229984,29.997106024969,23.62909,22.53221,21.98604,21.57841,21.40207,3644,301,2,172,11751039454433007616,GALAXY,0.7422627,10437,58135,80,,0,0,0
1237661124542530613,135.336452960567,30.0241456820095,24.25359,22.90494,22.53824,21.45414,21.08,3644,301,2,171,11751046051502774272,GALAXY,0.9366623,10437,58135,104,,0,0,0
1237657606424756600,126.278532717533,37.5772593414215,21.45268,18.43064,17.05271,16.55679,16.23758,2825,301,1,130,931227288765229056,GALAXY,0.196746,827,52312,393,,0,0,0
1237657593540706662,127.431813542934,38.7137454931999,23.45266,20.7178,18.94003,18.22495,17.8375,2822,301,1,143,931229487788484608,GALAXY,0.3929114,827,52312,401,,0,0,0
1237657593540706558,127.469225282148,38.6923903668837,20.09932,18.12289,17.14058,16.73565,16.42848,2822,301,1,143,931231686811740160,GALAXY,0.1701729,827,52312,409,,0,0,0
1237657593540116768,126.241829458154,37.6752148177551,22.58088,20.54128,18.65468,18.06149,17.60986,2822,301,1,134,931228938032670720,GALAXY,0.3535437,827,52312,399,,0,0,0
1237657401877987751,127.793520919352,38.1954356242909,22.71232,20.72915,18.91334,18.25589,17.8215,2777,301,4,146,931245430707087360,GALAXY,0.3752365,827,52312,459,,0,0,0
1237657401877987485,127.788334621902,38.2181374615973,19.89048,18.15694,17.30801,16.92193,16.62187,2777,301,4,146,931245705584994304,GALAXY,0.05660524,827,52312,460,,0,0,0
1237657401877921834,127.735459352957,38.0632853302336,20.12063,18.68259,17.92288,17.49407,17.24382,2777,301,4,145,931243781439645696,GALAXY,0.05945407,827,52312,453,,0,0,0
1237657401340723503,127.310111557751,37.3168054679958,21.36682,19.07156,17.83344,17.35957,16.94186,2777,301,3,140,931256150945458176,GALAXY,0.1734979,827,52312,498,,0,0,0
