objid,ra,dec,u,g,r,i,z,run,rerun,camcol,field,specobjid,class,redshift,plate,mjd,fiberid,SpType,BV,TEff,FeH
1237654881273381033,213.829181648419,5.01801835632275,19.19586,17.28798,16.33799,15.90076,15.59571,2190,301,5,212,656538493509462016,GALAXY,0.1265434,583,52055,505,,0,0,0
1237654881273381014,213.815357660482,5.04139795662391,19.21151,18.02073,17.3729,17.03539,16.78156,2190,301,5,212,656534095462950912,GALAXY,0.101116,583,52055,489,,0,0,0
1237654881273380977,213.783321269235,5.19399766066604,20.20737,18.29441,17.37847,16.97115,16.62612,2190,301,5,212,656524474736207872,GALAXY,0.08846293,583,52055,454,,0,0,0
1237654881273380961,213.752411638687,5.06837414969156,20.02977,18.03304,17.11949,16.70187,16.36007,2190,301,5,212,656533270829230080,GALAXY,0.0799283,583,52055,486,,0,0,0
1237654881273380952,213.742675354961,5.1475287928814,19.15855,18.06116,17.54856,17.20546,17.12417,2190,301,5,212,656523650102487040,GALAXY,0.1062198,583,52055,451,,0,0,0
1237678622239949313,28.9117927143365,4.10434046291167,23.11005,22.29713,22.61641,21.52649,21.75537,7718,301,2,181,10614119967212460032,GALAXY,0.8603937,9427,58137,951,,0,0,0
1237678622239949268,28.884347446923,3.95536956053364,22.92942,21.97645,21.32567,20.60243,21.61331,7718,301,2,181,10614122990869436416,GALAXY,0.6328931,9427,58137,962,,0,0,0
1237678622239949248,28.8745597437736,4.01848896456335,23.89699,22.74049,22.56184,21.68891,21.94682,7718,301,2,181,10614122440996182016,GALAXY,0.7974931,9427,58130,960,,0,0,0
1237678622239949200,28.8507257708928,4.09707077686588,22.5258,22.72865,22.21687,21.69835,22.33963,7718,301,2,181,10614121341484554240,GALAXY,0.8604066,9427,58130,956,,0,0,0
1237678622239883720,28.7113656316155,4.14665007875823,23.26742,22.71797,22.27913,21.57008,21.68641,7718,301,2,180,10614119967095019520,GALAXY,0.8046741,9427,58130,951,,0,0,0
1237678622239883434,28.6893295902676,4.10223737760362,23.51732,23.29572,23.71502,22.73394,22.14467,7718,301,2,180,10614119417339205632,GALAXY,1.006513,9427,58130,949,,0,0,0
1237678621703078226,28.8447440450112,3.59124116946967,23.99872,24.44428,21.77097,21.3525,22.06907,7718,301,1,181,10614124365258971136,GALAXY,0.3745044,9427,58137,967,,0,0,0
1237678621703078028,28.9219602083161,3.72923579124763,22.62873,22.64506,21.89226,21.11969,21.25521,7718,301,1,181,10614124090381064192,GALAXY,0.8064403,9427,58137,966,,0,0,0
1237678621703012766,28.7176420949226,3.5919898106828,22.71326,22.39351,21.96796,21.49323,23.3149,7718,301,1,180,10614116118921762816,GALAXY,1.025524,9427,58137,937,,0,0,0
1237678620121104586,43.2087038820739,3.00345166114153,23.82432,24.63142,22.31058,20.96736,20.07543,7717,301,6,618,9828002676075681792,GALAXY,0.7110441,8729,57399,81,,0,0,0
1237678620114813336,28.8407402204087,3.25715661774842,23.49762,22.83411,22.07424,22.11958,21.52842,7717,301,6,522,10614127113920600064,GALAXY,0.9748396,9427,58130,977,,0,0,0
1237678439702265946,43.2264473591389,3.06515074090308,22.21198,21.72435,21.46229,21.45118,20.87998,7675,301,6,157,9828003500709402624,GALAXY,0.02799712,8729,57399,84,,0,0,0
1237678439702201118,43.1379026946221,3.02398260893895,22.88226,22.64954,21.6928,20.37649,19.61446,7675,301,6,156,9828004325343123456,GALAXY,0.7117891,8729,57399,87,,0,0,0
1237678439702201095,43.1157811856762,3.08318841432473,23.23775,24.58009,22.09751,20.6242,19.76789,7675,301,6,156,9828014220947773440,GALAXY,0.7123009,8729,57399,123,,0,0,0
1237678439696040343,29.005758562159,3.35164347728348,24.4671,22.62984,21.86016,20.99937,20.54311,7675,301,6,62,10614127663793854464,GALAXY,0.7707596,9427,58137,979,,0,0,0
1237678439696040315,28.9965991555839,3.53281234390351,24.00374,22.53035,21.84501,21.18029,21.52968,7675,301,6,62,10614127114038040576,GALAXY,1.280079,9427,58137,977,,0,0,0
1237678439695909435,28.7635587546104,3.53474678970727,23.5411,22.08084,21.35333,20.97832,20.52488,7675,301,6,60,10614126289404319744,GALAXY,0.9391635,9427,58137,974,,0,0,0
1237674651533836367,167.462554629769,0.861480122090468,20.94559,18.4807,17.22501,16.75472,16.39426,6793,301,6,46,573118001906214912,GALAXY,0.1842337,509,52374,127,,0,0,0
1237674651533574297,166.952560528975,0.924297134102802,18.54006,17.50994,17.18521,16.87428,16.78739,6793,301,6,42,573139717260863488,GALAXY,0.06122645,509,52374,206,,0,0,0
1237674462558290905,130.566214821949,-1.41930047310378,22.53026,22.21401,21.67132,21.23808,20.24644,6749,301,6,92,14101948709861611520,GALAXY,1.080787,12525,58932,190,,0,0,0
1237674462558225209,130.437843466903,-1.61743772518634,22.10994,22.22627,20.95995,20.12059,19.83029,6749,301,6,91,14101949259617425408,GALAXY,0.5989682,12525,58932,192,,0,0,0
1237674462558224756,130.382918205169,-1.57219096007456,20.40642,19.96274,19.92034,20.01319,20.0701,6749,301,6,91,14101960529611610112,GALAXY,1.951209,12525,58932,233,,0,0,0
1237674462558160409,130.307559256633,-1.49538695361903,22.21569,23.08515,21.62479,20.58286,20.22704,6749,301,6,90,14101960804489517056,GALAXY,1.016814,12525,58932,234,,0,0,0
1237673710938686403,130.120403833473,-1.96218927731767,21.81273,20.7934,19.04934,18.41667,17.90917,6574,301,6,87,14101962728634865664,GALAXY,0.3842708,12525,58932,241,,0,0,0
1237668333105251104,228.568999730296,13.6757451992236,21.78366,21.62122,20.4335,19.57011,19.05173,5322,301,5,125,6176731245449598976,GALAXY,0.5866839,5486,56030,161,,0,0,0
1237668333105185724,228.445981369616,13.6443855121288,25.2954,22.63086,20.96988,19.94734,19.34759,5322,301,5,124,6176733444472854528,GALAXY,0.587468,5486,56030,169,,0,0,0
1237668311087645329,228.848852768128,14.8469818798562,23.82798,22.13198,20.30005,19.38195,18.96005,5317,301,4,35,6176718601065879552,GALAXY,0.4714374,5486,56030,115,,0,0,0
1237668311087645296,228.814221627826,14.7498131046536,22.60806,21.72663,20.04108,19.16102,18.56813,5317,301,4,35,6176717501554251776,GALAXY,0.4974308,5486,56030,111,,0,0,0
1237668311087645025,228.767542027288,14.8589821284625,23.30909,21.66947,19.94506,18.78286,18.16393,5317,301,4,35,6176718051310065664,GALAXY,0.6212786,5486,56030,113,,0,0,0
1237668311087580163,228.64175080771,14.8665502883796,26.45406,23.13741,21.30254,20.12307,19.54362,5317,301,4,34,6176729046426343424,GALAXY,0.6136879,5486,56030,153,,0,0,0
1237668311087579835,228.686373348416,14.8494978910624,23.53114,22.13947,20.61118,19.38892,18.95072,5317,301,4,34,6176730695693785088,GALAXY,0.61702,5486,56030,159,,0,0,0
1237668310013903261,228.648610883343,14.0614568559609,24.39181,22.88233,20.53804,19.25947,18.70837,5317,301,2,35,6176722449356576768,GALAXY,0.6789259,5486,56030,129,,0,0,0
1237668310013837665,228.445088951636,14.0025672887764,25.492,20.42291,18.79101,18.1676,17.73532,5317,301,2,34,6176732894717040640,GALAXY,0.3322299,5486,56030,167,,0,0,0
1237668298739024238,180.183608219322,20.4671101126134,26.41343,21.19539,19.60767,18.61175,18.13303,5314,301,5,26,7213659775598614528,GALAXY,0.5032222,6407,56311,69,,0,0,0
1237668298738959329,180.14944026685,20.4365302260601,25.28479,23.25428,21.35186,20.05798,19.74473,5314,301,5,25,7213658676086986752,GALAXY,0.6306422,6407,56311,65,,0,0,0
1237668298738959309,180.137566139481,20.3571857851341,23.52912,23.0317,21.06285,19.97646,19.76646,5314,301,5,25,7213660325354428416,GALAXY,0.577756,6407,56311,71,,0,0,0
1237668298738959284,180.117356061033,20.3861186015532,25.64042,22.68301,20.78849,19.57019,18.94264,5314,301,5,25,7213659225842800640,GALAXY,0.6297944,6407,56311,67,,0,0,0
1237668298738959199,180.04922046263,20.4485351006598,22.83355,22.55835,20.51536,19.67621,19.3331,5314,301,5,25,7213661974621870080,GALAXY,0.5301651,6407,56311,77,,0,0,0
1237668298738958486,180.038634386614,20.3796590974397,25.90755,20.72052,19.08403,18.35969,17.91259,5314,301,5,25,7213658950964893696,GALAXY,0.4192902,6407,56311,66,,0,0,0
1237668298738958475,180.169854481807,20.4235261623675,22.59339,20.57627,18.83935,18.29787,17.86946,5314,301,5,25,7213659500720707584,GALAXY,0.3126344,6407,56311,68,,0,0,0
1237668298738893305,179.940432058054,20.5440371964127,23.38373,21.49072,19.62107,18.93916,18.44924,5314,301,5,24,7213669396325357568,GALAXY,0.4206993,6407,56311,104,,0,0,0
1237668272447291882,230.541260979556,14.5330126440288,23.67712,22.29472,20.47962,19.46589,18.85864,5308,301,4,254,6182388232841615360,GALAXY,0.5043617,5491,56034,261,,0,0,0
1237668272447227070,230.540078747095,14.7187115822248,23.11699,23.18301,21.2325,19.96679,19.333,5308,301,4,253,6182381086016034816,GALAXY,0.6985608,5491,56034,235,,0,0,0
1237668272447226564,230.466977731421,14.6864562791447,23.04692,22.26726,20.86294,19.67237,19.16801,5308,301,4,253,6182388782597429248,GALAXY,0.6061373,5491,56034,263,,0,0,0
1237668272447226427,230.427461315016,14.6633758702963,22.62214,21.82137,20.05485,19.2095,18.73104,5308,301,4,253,6182390431864870912,GALAXY,0.4784382,5491,56034,269,,0,0,0
1237668272447226356,230.400086681774,14.6425562723922,23.28513,22.02548,20.31102,19.44794,18.99082,5308,301,4,253,6182389882109057024,GALAXY,0.4803624,5491,56034,267,,0,0,0
1237668272447225995,230.455130026853,14.7115131345349,23.85268,22.20118,20.71745,19.73341,19.44345,5308,301,4,253,6182390981620684800,GALAXY,0.6387673,5491,56034,271,,0,0,0
1237668272447225989,230.417523040313,14.5815596542194,23.48688,20.96995,19.14835,18.58667,18.18769,5308,301,4,253,6182391256498591744,GALAXY,0.3364906,5491,56034,272,,0,0,0
1237668272447161289,230.377966839194,14.6368730894336,23.33226,22.25775,20.62974,19.69784,19.45895,5308,301,4,252,6182392356010219520,GALAXY,0.5036126,5491,56034,276,,0,0,0
1237668271910420993,230.487478546468,14.2786558666431,22.06541,21.82915,20.54853,19.70645,19.33712,5308,301,3,254,6182386583574173696,GALAXY,0.534399,5491,56034,255,,0,0,0
1237668271910420756,230.552662656527,14.2868921434408,22.43222,20.27347,18.61841,18.04288,17.63964,5308,301,3,254,6182387957963708416,GALAXY,0.2906362,5491,56034,260,,0,0,0
1237665443132866663,211.747530912733,28.1934013273412,20.00319,18.23816,17.25935,16.80856,16.48839,4649,301,6,182,2390399090438465536,GALAXY,0.1327467,2123,53793,413,,0,0,0
1237665443132801130,211.637503549257,28.3015343832494,19.62266,18.06898,17.18227,16.70174,16.37646,4649,301,6,181,2390397166293116928,GALAXY,0.111757,2123,53793,406,,0,0,0
1237665443132801127,211.595675860099,28.1732121114053,19.59701,18.28325,17.58942,17.15951,16.92744,4649,301,6,181,2390396891415209984,GALAXY,0.07332558,2123,53793,405,,0,0,0
1237665443132735587,211.433005485492,28.4127461098931,18.08145,16.74565,16.25288,15.97201,15.80407,4649,301,6,180,2390396066781489152,GALAXY,0.05258834,2123,53793,402,,0,0,0
1237665443132604589,211.059904855893,28.3046518191281,23.18456,19.08978,17.64924,17.11031,16.75967,4649,301,6,178,2390384796787304448,GALAXY,0.2371426,2123,53793,361,,0,0,0
1237665443132604551,211.163520129046,28.3494655736335,19.00576,17.14126,16.15043,15.70419,15.34685,4649,301,6,178,2390387820444280832,GALAXY,0.1175604,2123,53793,372,,0,0,0
1237665443132604479,211.035812239264,28.3087084631866,19.58718,18.01542,17.19521,16.80397,16.52875,4649,301,6,178,2390388370200094720,GALAXY,0.1174363,2123,53793,374,,0,0,0
1237665443132539023,210.996947912276,28.3917699421115,19.32541,17.76218,16.9179,16.46847,16.12696,4649,301,6,177,2390387270688466944,GALAXY,0.07493361,2123,53793,370,,0,0,0
1237665443132473454,210.758425607891,28.3444286293917,17.83113,15.86383,14.91727,14.45354,14.11626,4649,301,6,176,2390376000694282240,GALAXY,0.07411087,2123,53793,329,,0,0,0
1237665442595995777,211.665509419449,27.8165437663989,18.70399,17.56305,17.11333,16.87853,16.70554,4649,301,5,182,2390398815560558592,GALAXY,0.0353317,2123,53793,412,,0,0,0
1237665442595995760,211.610288506186,27.8189071991729,19.04093,17.9153,17.19864,16.82346,16.55161,4649,301,5,182,2390399915072186368,GALAXY,0.164607,2123,53793,416,,0,0,0
1237665442595930228,211.538724293259,27.9517560508052,20.58393,18.67532,17.73758,17.29712,16.96326,4649,301,5,181,2390400189950093312,GALAXY,0.1396737,2123,53793,417,,0,0,0
1237665442595930219,211.444189146356,27.785914396452,20.73355,18.96072,17.51836,16.9904,16.61978,4649,301,5,181,2390401564339628032,GALAXY,0.235741,2123,53793,422,,0,0,0
1237665442595930185,211.420035937742,27.8487134814296,20.89323,18.90005,17.56958,17.0566,16.69591,4649,301,5,181,2390386446054746112,GALAXY,0.1930345,2123,53793,367,,0,0,0
1237665442595864654,211.399793248443,27.8327589494265,18.88211,17.90192,17.55479,17.35082,17.3124,4649,301,5,180,2390402663851255808,GALAXY,0.01529031,2123,53793,426,,0,0,0
1237665442595799566,211.194795373153,28.0033607081022,23.00683,20.68837,18.92106,18.27386,17.88268,4649,301,5,179,2390386995810560000,GALAXY,0.3670478,2123,53793,369,,0,0,0
1237665442595799189,211.235039400549,27.8841091003399,19.52525,17.97617,17.09583,16.57046,16.12284,4649,301,5,179,2390385071665211392,GALAXY,0.07494324,2123,53793,362,,0,0,0
1237665442595799111,211.153518506235,27.9017708845055,16.53817,15.47703,15.05295,14.82674,14.63268,4649,301,5,179,2390388645078001664,GALAXY,0.01522464,2123,53793,375,,0,0,0
1237665442595799084,211.125041867323,28.0442630649858,19.04467,18.02147,17.59709,17.21279,17.11777,4649,301,5,179,2390390019467536384,GALAXY,0.09908602,2123,53793,380,,0,0,0
1237665442595733779,210.926468602105,27.9635603347475,25.45467,20.77921,18.96484,18.27294,17.84351,4649,301,5,178,2390388919955908608,GALAXY,0.3845553,2123,53793,376,,0,0,0
1237665442595668206,210.889597886192,27.9216409533823,18.77703,17.8251,17.06454,16.67111,16.37926,4649,301,5,177,2390402938729162752,GALAXY,0.1330729,2123,53793,427,,0,0,0
1237665442595602671,210.65251273754,28.1087554699939,20.30494,18.75828,17.81859,17.22137,16.74949,4649,301,5,176,2390376275572189184,GALAXY,0.1042986,2123,53793,330,,0,0,0
1237665442595602604,210.701575559865,27.9715846065453,19.30516,17.3122,16.31637,15.8758,15.52322,4649,301,5,176,2390377375083816960,GALAXY,0.1046891,2123,53793,334,,0,0,0
1237665442595602599,210.689519899783,27.9466783562079,19.03017,17.57869,16.72126,16.28855,15.97734,4649,301,5,176,2390392768246605824,GALAXY,0.1482502,2123,53793,390,,0,0,0
1237665442595602590,210.726525458465,28.1091946753128,19.83702,18.27447,17.33793,16.91358,16.56581,4649,301,5,176,2390375176060561408,GALAXY,0.1334132,2123,53793,326,,0,0,0
1237665442595602570,210.6883685458,28.0946510824072,19.49815,18.01882,17.24227,16.7643,16.4778,4649,301,5,176,2390376550450096128,GALAXY,0.1049669,2123,53793,331,,0,0,0
1237665442595602551,210.642867430294,27.9781874639659,18.71035,17.21314,16.56211,16.18193,15.94664,4649,301,5,176,2390378199717537792,GALAXY,0.07314343,2123,53793,337,,0,0,0
1237665442595602548,210.654546345201,28.0406474181489,19.86449,18.22797,17.36644,16.98244,16.69034,4649,301,5,176,2390378749473351680,GALAXY,0.07485832,2123,53793,339,,0,0,0
1237665442595602538,210.599798443126,27.9444121681425,19.95132,18.1633,17.24153,16.83594,16.50191,4649,301,5,176,2390391393857071104,GALAXY,0.1043754,2123,53793,385,,0,0,0
1237665442595602445,210.648903576352,28.0898991313037,18.97277,17.55098,16.90361,16.51456,16.31759,4649,301,5,176,2390379024351258624,GALAXY,0.1055527,2123,53793,340,,0,0,0
1237665442595536967,210.442792437956,28.1580437258299,20.31079,18.44213,17.38826,16.92363,16.58921,4649,301,5,175,2390374076548933632,GALAXY,0.1371113,2123,53793,322,,0,0,0
1237668332027248960,218.601847824828,14.5068833149238,23.86613,20.96818,19.1968,18.53636,18.16017,5322,301,3,60,3092864432422807552,GALAXY,0.2945974,2747,54233,63,,0,0,0
1237668332027248930,218.594348445846,14.642583969028,19.61989,17.88362,17.05335,16.66332,16.36762,5322,301,3,60,3092868280713504768,GALAXY,0.05248992,2747,54233,77,,0,0,0
1237668332027248898,218.544736694666,14.7026688727065,18.45092,17.18552,16.6771,16.36985,16.27108,5322,301,3,60,3092869105347225600,GALAXY,0.05114662,2747,54233,80,,0,0,0
1237668332027248861,218.508217215299,14.6381948733507,20.22636,18.21855,17.28461,16.90389,16.55907,5322,301,3,60,3092866631446063104,GALAXY,0.1234223,2747,54233,71,,0,0,0
1237668332027248843,218.471790406736,14.5507759321082,20.88621,18.50653,17.27271,16.709,16.25447,5322,301,3,60,3092865806812342272,GALAXY,0.1580697,2747,54233,68,,0,0,0
1237668332027183351,218.380000872364,14.632262359529,21.69046,19.28477,17.80835,17.22517,16.88866,5322,301,3,59,3092868005835597824,GALAXY,0.2718766,2747,54233,76,,0,0,0
1237668332027183316,218.349341052844,14.6582188266848,19.15137,17.87138,17.32818,17.02214,16.80717,5322,301,3,59,3092868830469318656,GALAXY,0.04175675,2747,54233,79,,0,0,0
1237668332027183299,218.331560876732,14.6161945842637,21.11927,19.04325,17.7274,17.22867,16.90409,5322,301,3,59,3092868555591411712,GALAXY,0.1869726,2747,54233,78,,0,0,0
1237668332027118323,218.260019588509,14.6138789230495,22.34619,22.00068,21.0705,19.94728,20.34756,5322,301,3,58,3092863882666993664,GALAXY,0.5014592,2747,54233,61,,0,0,0
1237668332027117817,218.26810590982,14.6330280450638,19.90782,18.49375,17.67505,17.147,16.85748,5322,301,3,58,3092866906323970048,GALAXY,0.1451591,2747,54233,72,,0,0,0
1237668331490508998,218.827007079825,14.1054902710898,19.29188,18.24755,17.80062,17.49858,17.28687,5322,301,2,62,3092847664870483968,GALAXY,0.07712848,2747,54233,2,,0,0,0
1237668331490508931,218.713485507702,14.1353141271518,19.0141,17.66229,16.95625,16.59649,16.30745,5322,301,2,62,3092852062916995072,GALAXY,0.06925067,2747,54233,18,,0,0,0
1237668331490508926,218.720462819112,14.1774715095179,20.06645,18.03212,16.9682,16.42228,15.95784,5322,301,2,62,3092850963405367296,GALAXY,0.1052046,2747,54233,14,,0,0,0
1237668331490443554,218.685615344171,14.1513361734406,19.12779,17.91009,17.45625,17.16745,17.00755,5322,301,2,61,3092851238283274240,GALAXY,0.0978573,2747,54233,15,,0,0,0
1237668331490443528,218.650788883472,14.1081772665051,19.77383,17.79072,16.84993,16.40234,16.06617,5322,301,2,61,3092850688527460352,GALAXY,0.06929448,2747,54233,13,,0,0,0
1237668331490443470,218.633115648963,14.1029448386263,18.31379,16.47179,15.55691,15.07706,14.72032,5322,301,2,61,3092851513161181184,GALAXY,0.03873496,2747,54233,16,,0,0,0
1237668331490443457,218.6193528495,14.1550760008039,18.51419,17.34489,16.91177,16.5988,16.47692,5322,301,2,61,3092848489504204800,GALAXY,0.07733832,2747,54233,5,,0,0,0
1237668331490443430,218.605004871161,14.1733042552866,19.61485,17.75351,16.83655,16.43885,16.10386,5322,301,2,61,3092850138771646464,GALAXY,0.09886725,2747,54233,11,,0,0,0
1237668331490377895,218.480542183039,14.2338158441914,20.36551,18.51991,17.52918,17.09859,16.70956,5322,301,2,60,3092862783155365888,GALAXY,0.1227355,2747,54233,57,,0,0,0
1237668331490377878,218.463009111729,14.2254151872055,19.94484,18.32192,17.34365,16.95783,16.58385,5322,301,2,60,3092863332911179776,GALAXY,0.1475309,2747,54233,59,,0,0,0
1237668331490377864,218.434132434171,14.1062224574122,19.04353,17.20077,16.29095,15.88768,15.53701,5322,301,2,60,3092862508277458944,GALAXY,0.09430242,2747,54233,56,,0,0,0
1237668331490377825,218.40700832451,14.2357193493821,19.98548,17.92789,16.75265,16.28782,15.91359,5322,301,2,60,3092863058033272832,GALAXY,0.160082,2747,54233,58,,0,0,0
1237668331490312576,218.276254624332,14.3257512411441,18.76301,17.56186,17.03019,16.78438,16.60836,5322,301,2,59,3092866356568156160,GALAXY,0.04552787,2747,54233,70,,0,0,0
1237668331490312459,218.341636251623,14.2479419274362,20.73637,18.64792,17.46938,16.97755,16.62359,5322,301,2,59,3092863607789086720,GALAXY,0.1598511,2747,54233,60,,0,0,0
